Review,author,date,rating,restaurant
"['The service and attitude of the staff was deplorable. I will never be returning and will advise everyone not to. We waited 2 hours for our food and when my friend told them that his order was wrong the waitress said ""Well your not getting anything else"" amongst many other nasty things the staff said to us. The food is at best mediocre.']",['Alex W.'],['\n        10/12/2014\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"[""Best wings in Clemson. Best burgers in Clemson. Food is better than almost any restaurant in Clemson, far-exceeding any bar-food. Beer selection is meh (but I'm a craft beer snob). Cheap prices and even cheaper specials. Cute bartenders. Pleasant staff. Good crowd of regulars. One of only two bars in Clemson I will patronize (Nicks being the other). A good place to not get shot by some drunk pistol-packing douche-bag. I am pro-gun, but as a reasonable human being, I am of the school of thought that guns and booze don't mix. Having a pistol in the glovebox of your car parked outside is enough piece of mind for me. Don't believe the hater-reviews from douche-bags that've never stepped foot in this establishment.""]",['Poppa W.'],['\n        5/17/2014\n    '],['5.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['My wife became extremely ill from eating here....The place is cess pool, with the bathroom overflowing into the hallway...I sure hoped the kitchen staff washed their hands somewhere besides the provided bathroom...']",['Seth P.'],['\n        3/24/2014\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"[""This place is disgusting.. it's burgers taste like a damn turd patty. \xa0The place smells like a dog fart.. the beer is Luke warm.. don't bother.. this place blows goats""]",['Phillip V.'],['\n        3/20/2014\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"[""Didn't even want to give it one star, terrible place, do yourself a favor GO SOMEWHERE, ANYWHERE ELSE! Let's hope this place is out of business soon!""]",['Tyler F.'],['\n        3/19/2014\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['Horrible. Food poisoning and between the rude waitstaff and unprofessional owner, I will never visit.']",['John L.'],['\n        3/19/2014\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['Don\'t eat here. The food might not be ""bad"" per say, but the management and staff is shit. I don\'t need to be insult before I even walk through the door.']",['Joshua M.'],['\n        3/19/2014\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['This place is horrible!! Terrible food, terrible service, terrible management, terrible and frightening ownership, and terrible \xa0community relations. Please go out of business...fast!!!']",['Clive B.'],['\n        3/18/2014\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['lousy food, lousy owners...anti 2nd amendment....world class douchebags! would be nice to see this place replaced with a parking lot.']",['Brian M.'],['\n        3/18/2014\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"[""Food is bad and overpriced. \xa0The service and atmosphere also lacks much to be desired. \xa0There, I just used as much intelligence, unbiased opinion and personal knowledge as the owner did when he posted the sign asassinating the character of those who choose to carry firearms for protection of themselves and others. \xa0I will frequently try pubs when I'm traveling, which I do on a regular basis. \xa0If there is a sign prohibiting firearms based on the choice of the owner, I do not enter, even if I'm not carrying a gun. \xa0I figure the owner does not want my kind in his restaurant and I honor that wish. \xa0This sign goes so far beyond just prohibiting guns, it warrants a review from someone who knows as much about the restaurant food and service as the restaurant owner knows about me as one who carries a concealed handgun on a regular basis and have for over 30 years (ex-police officer).""]",['James C.'],['\n        3/18/2014\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['Utterly disrespectful ownership. Profiling is not a way to run a business, I would advise steering clear of this establishment and choosing one of the better surrounding businesses.']",['Renee B.'],['\n        3/17/2014\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"[""Stopped in on the way back to Atlanta after a golf outing. \xa0The eight of us wanted to sit together but we're told we couldn't put tables together. \xa0No big deal as we golfed for 3 days together. \xa0Ordered our meals and they came out at different times. \xa0Some of us were still waiting for our food while others were finishing. \xa0Those of us without our food asked for our orders to be packaged to go. \xa0This was met with disdain. \xa0We got our takeout, paid our bills and left. \xa0Once back on the road we started into our food. \xa0My burger was disgusting looking and I tried to salvage it but found the meat charred on the outside and raw inside. \xa0My friends meals were equally disgusting. \xa0Those that were actually able to eat at the restaurant said they were tempted to send the food back but were afraid the cook would spit in it. \xa0Never again. 1 star because you can't post without putting at least one in there.""]",['Jon M.'],['\n        2/1/2015\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['gonna find out how many ""douchebags"" gave you business when you have to close your bar down because of lack of funds.', 'you douche']",['Ethan D.'],['\n        3/18/2014\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['cold food and a colder waitress, next time im in town ill find another place to eat']",['Mike M.'],['\n        8/3/2015\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"[""chicken salad sandwiches hold the key to my heart. When I'm happy I want chicken salad, when I'm sad I want chicken salad, no matter what I want chicken salad sandwiches. "", ""I specifically love Groucho's because they have the crispy bread to moist chicken salad ratio perfect. The salad also isn't overly mayonnaise heavy so I'm happy :)""]",['Michelle G.'],['\n        3/22/2018\n    '],['5.0 star rating'],"['Groucho’s', 'Deli']"
"[""I went for the first time tonight. Got the caprese sandwich was ok, but bread wasn't very good with the sandwich."", ""I tried the sauce that came with my friend's sandwich and it tastes like it belonged on a shrimp Po boy."", ""Great service, but get something other than the caprese (unless you're vegetarian then it's a great option)""]",['Megan H.'],['\n        1/17/2019\n    '],['3.0 star rating'],"['Groucho’s', 'Deli']"
"[""This place is what's wrong with eating out in general."", ""Stay away. Go to a subway. You'll be more satisfied in yo belly and not come out irritated and stupid after being royally ripped off."", 'They sold us overpriced sandwiches: we got a tiny turkey hot sandwich, a medium chicken sandwich, with chips, one drink, and one water (.25 charge). Total: $20. Unbelievable. Total RIPOFF no matter how good or bad it was. It was no better than a Quiznos.', 'The biggest insult was that it was ""sit down"" with servers that took your order. BUT they ask you to clean up after yourself. WT eff?! Earning your tip? I don\'t think so.', ""Don't go period.""]",['Fer C.'],['\n        3/1/2018\n    '],['1.0 star rating'],"['Groucho’s', 'Deli']"
"[""Wow 16 dollars for a sandwich and soup that treated average at best that's my last time there""]",['Adam P.'],['\n        1/2/2019\n    '],['2.0 star rating'],"['Groucho’s', 'Deli']"
['I have nothing great to say nor anything very critical. Most notably service at this joint tends to lean towards apathy and a bit slow. The Apollo dipper and some 95 sauce is a good starting place. This is another sandwich shops that only has chips. If you want something different the white chili is pretty good.'],['Drew S.'],['\n        3/3/2018\n    '],['3.0 star rating'],"['Groucho’s', 'Deli']"
['I was satisfied with my sandwich (The Apollo Dipper) as well as the service but some of my friends ordered things that did not taste as great. Depending on what you order you will either love or not care for this deli.'],['Carter G.'],['\n        5/11/2018\n    '],['3.0 star rating'],"['Groucho’s', 'Deli']"
"[""These sandwiches are delicious!! I don't want to know what is in them, but it is always delicious. Although the water is gross.""]",['Stephanie L.'],['\n        8/20/2018\n    '],['4.0 star rating'],"['Groucho’s', 'Deli']"
"[""Definition of bland. Service was slow. Nothing extraordinary on the menu. The salads are literally iceberg lettuce, a few tomato hunks and chopped cucumbers with your meat on top. Sandwiches aren't much better. Imagine that between bread. Only redeeming quality was the house dressings are pretty good""]",['Kenny H.'],['\n        9/1/2016\n    '],['2.0 star rating'],"['Groucho’s', 'Deli']"
"[""I love Groucho's. The Clemson location upholds the same food quality that one comes to expect from this chain. Even on football weekend, the staff handle the takeout crowd with a smile, though the dining-in patrons seemed somewhat neglected by the one waitress who covered the entire dining room and outdoor area by herself. Give her some help!""]",['Leah C.'],['\n        11/13/2016\n    '],['4.0 star rating'],"['Groucho’s', 'Deli']"
"[""Love this Groucho's. It's as good as the Columbia store The Apollo Dipper is out of this world.""]",['Ashley O.'],['\n        1/6/2017\n    '],['5.0 star rating'],"['Groucho’s', 'Deli']"
"[""Very slow service. Need more help in here. Have waited around 30 minutes and still haven't gotten food yet. Only get an hour for lunch. Slow slow service. Food was good but not worth a 45 minute wait""]",['Teresa O.'],['\n        11/22/2016\n    '],['2.0 star rating'],"['Groucho’s', 'Deli']"
